REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
IND,India,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 5.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
IDN,Indonesia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 5.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
IRN,Iran (Islamic Republic of),CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
IRQ,Iraq,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
IRL,Ireland,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ISR,Israel,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ITA,Italy,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
JPN,Japan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
JOR,Jordan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
KAZ,Kazakhstan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
KEN,Kenya,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 5.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
KWT,Kuwait,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
KGZ,Kyrgyzstan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LAO,Lao People's Democratic Republic,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 7.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LVA,Latvia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LBN,Lebanon,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 3.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LSO,Lesotho,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LBR,Liberia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 7.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LBY,Libya,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LTU,Lithuania,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LUX,Luxembourg,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MDG,Madagascar,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MWI,Malawi,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.4,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MYS,Malaysia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MLI,Mali,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 9.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MLT,Malta,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MRT,Mauritania,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 7.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MEX,Mexico,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MNG,Mongolia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.9,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MNE,Montenegro,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MAR,Morocco,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MOZ,Mozambique,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 8.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MMR,Myanmar,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NAM,Namibia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NPL,Nepal,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NLD,Netherlands (Kingdom of the),CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NZL,New Zealand,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NIC,Nicaragua,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NER,Niger,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 8.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NGA,Nigeria,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 9.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MKD,North Macedonia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
NOR,Norway,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
OMN,Oman,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.9,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PAK,Pakistan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 7.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PAN,Panama,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PNG,Papua New Guinea,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PRY,Paraguay,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PER,Peru,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 3.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PHL,Philippines,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
POL,Poland,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PRT,Portugal,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
QAT,Qatar,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
KOR,Republic of Korea,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
MDA,Republic of Moldova,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ROU,Romania,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
RUS,Russian Federation,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
RWA,Rwanda,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.7,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SAU,Saudi Arabia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.9,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SEN,Senegal,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 5.9,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SRB,Serbia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SLE,Sierra Leone,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 7.4,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SVK,Slovakia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.9,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SVN,Slovenia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SLB,Solomon Islands,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SOM,Somalia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 10,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ZAF,South Africa,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SSD,South Sudan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 10,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ESP,Spain,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
LKA,Sri Lanka,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
PSE,State of Palestine,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SDN,Sudan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 5.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SUR,Suriname,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SWE,Sweden,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
CHE,Switzerland,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.4,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
SYR,Syrian Arab Republic,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TJK,Tajikistan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 2.8,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
THA,Thailand,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TGO,Togo,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TUN,Tunisia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TUR,Türkiye,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TKM,Turkmenistan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
UGA,Uganda,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
UKR,Ukraine,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low-Medium,Value: 3.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ARE,United Arab Emirates,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 0.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
GBR,United Kingdom,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
TZA,United Republic of Tanzania,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4.1,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
USA,United States,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.3,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
URY,Uruguay,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
UZB,Uzbekistan,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Low,Value: 1.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
VEN,Venezuela (Bolivarian Republic of),CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.6,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
VNM,Viet Nam,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 4,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
YEM,Yemen,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Extremely High,Value: 8.5,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ZMB,Zambia,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,High,Value: 6.2,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
ZWE,Zimbabwe,CCRI_CHLD_HEALTH,Child health,,,IDX,Index,2020,Medium-High,Value: 5.4,"World Health Organization, Global Health Observatory Data Repository, redistributed by World Bank WDI. - World Health Organization (WHO), through the Global SDG Indicators Database.",,
AFG,Afghanistan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ALB,Albania,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
DZA,Algeria,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 3.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
AGO,Angola,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ARG,Argentina,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ARM,Armenia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
AUS,Australia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
AUT,Austria,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
AZE,Azerbaijan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BHR,Bahrain,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BGD,Bangladesh,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BLR,Belarus,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BEL,Belgium,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BLZ,Belize,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BEN,Benin,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BTN,Bhutan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BOL,Bolivia (Plurinational State of),CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BIH,Bosnia and Herzegovina,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BWA,Botswana,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BRA,Brazil,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BRN,Brunei Darussalam,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BGR,Bulgaria,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BFA,Burkina Faso,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
BDI,Burundi,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KHM,Cambodia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CMR,Cameroon,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CAN,Canada,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CAF,Central African Republic,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
TCD,Chad,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
